"","Name","pos","Team","Gm","season","Age","Salary","AAV","G","A","P","G60","A60","P60","PenD","CF%","PDO","PSh%","ZSO%Rel","TOI/Gm"
"deslani9120152016","Nicolas.Deslauriers","LR","BUF",70,20152016,24,"0.650","0.637",6,6,12,0.49,0.49,0.98,7,41.87,97.45,8.33,-1.54,10.51
"desprsi9120152016","Simon.Despres","D","ANA",39,20152016,24,"0.900","0.900",0,4,4,0,0.32,0.32,-2,44.59,99.72,0,-8.91,19.08
"diazxra8620152016","Raphael.Diaz","D","NYR",1,20152016,29,"0.700","0.700",0,1,1,0,4.4,4.4,0,64.29,91.67,0,48.41,13.62
"dickija9520152016","Jason.Dickinson","L","DAL",1,20152016,20,"0.925","0.894",1,0,1,5.11,0,5.11,0,45.83,125,50,50,11.74
"dietzda9320152016","Darren.Dietz","D","MTL",13,20152016,22,"0.690","0.690",1,4,5,0.33,1.32,1.64,-3,50,96.97,7.69,3.02,14.03
"digiuph9320152016","Phillip.Di.Giuseppe","L","CAR",41,20152016,21,"0.818","0.818",7,10,17,0.71,1.02,1.73,-4,49.5,101.2,10.29,6,14.35
"dillobr9020152016","Brenden.Dillon","D","S.J",88,20152016,24,"2.400","3.270",2,9,11,0.08,0.37,0.45,-13,46.84,101.06,1.89,3.43,16.73
"doanxsh7620152016","Shane.Doan","RL","ARI",72,20152016,38,"4.550","5.252",28,19,47,1.33,0.9,2.23,-17,54.35,102.6,16.37,13.67,17.55
"domixma9520152016","Max.Domi","LC","ARI",81,20152016,20,"0.925","0.863",18,34,52,0.82,1.54,2.36,7,54.34,102.98,11.54,23.46,16.3
"donskjo9220152016","Joonas.Donskoi","LR","S.J",88,20152016,23,"0.925","0.925",14,30,44,0.67,1.44,2.12,7,56.04,100.74,11.29,4.09,14.17
"dorsede8620152016","Derek.Dorsett","LR","VAN",71,20152016,28,"3.100","2.650",5,11,16,0.33,0.73,1.07,1,44.18,97.63,5.49,-5.05,12.69
"doughdr8920152016","Drew.Doughty","D","L.A",87,20152016,25,"7.100","7.000",14,38,52,0.35,0.94,1.28,-9,57.41,99.37,6.8,1.41,27.95
"dowdxni9020152016","Nic.Dowd","C","L.A",5,20152016,25,"0.600","0.600",0,0,0,0,0,0,1,71.88,103,0,16.43,10.56
"downist8720152016","Steve.Downie","RL","ARI",26,20152016,28,"1.750","1.750",3,3,6,0.76,0.76,1.52,-1,49.1,101.73,13.64,-11.98,9.1
"draisle9520152016","Leon.Draisaitl","CL","EDM",72,20152016,19,"0.925","0.925",19,32,51,0.88,1.48,2.36,9,56.92,99.37,14.29,20.69,18.01
"drouijo9520152016","Jonathan.Drouin","LC","T.B",31,20152016,20,"0.925","0.894",5,14,19,0.65,1.81,2.45,1,57.92,103.53,10.64,21.24,14.99
"dubinbr8620152016","Brandon.Dubinsky","CL","CBJ",75,20152016,29,"5.850","5.850",17,31,48,0.72,1.32,2.04,-1,49.85,97.21,10.76,-7.24,18.82
"duchema9120152016","Matt.Duchene","C","COL",76,20152016,24,"6.000","6.000",30,29,59,1.27,1.23,2.5,13,52.07,101.09,15,25.24,18.64
"duclaan9520152016","Anthony.Duclair","RL","ARI",81,20152016,20,"0.743","0.772",20,24,44,1.02,1.23,2.25,3,57.4,103.49,19.23,27.53,14.46
"dumbama9420152016","Matt.Dumba","D","MIN",87,20152016,21,"0.833","0.894",10,18,28,0.41,0.75,1.16,-1,53.68,100.43,6.37,16.87,16.66
"dumoubr9120152016","Brian.Dumoulin","D","PIT",90,20152016,24,"0.800","0.800",0,20,20,0,0.71,0.71,2,50.57,99.85,0,-10.43,18.86
"dupuipa7920152016","Pascal.Dupuis","LR","PIT",18,20152016,36,"4.000","3.750",2,2,4,0.44,0.44,0.89,-5,36.92,101.49,7.14,-15.3,15.04
"dzingry9220152016","Ryan.Dzingel","C","OTT",30,20152016,23,"0.740","0.715",3,6,9,0.56,1.12,1.67,-2,44.72,104.76,13.04,3.29,10.75
"dziurda8920152016","David.Dziurzynski","L","OTT",14,20152016,25,"0.750","0.750",1,3,4,0.42,1.25,1.67,-2,32.64,99.9,7.14,-26.22,10.29
"eakinco9120152016","Cody.Eakin","C","DAL",95,20152016,24,"2.300","1.900",17,26,43,0.64,0.99,1.63,-8,47.79,99.33,11.41,-5.17,16.67
"eavespa8420152016","Patrick.Eaves","RL","DAL",63,20152016,31,"1.150","1.150",14,9,23,1.01,0.65,1.66,1,59.34,100.6,12.84,16.94,13.23
"eberljo9020152016","Jordan.Eberle","R","EDM",69,20152016,25,"6.000","6.000",25,22,47,1.23,1.08,2.31,12,56.88,98.73,14.45,18.66,17.7
"edleral8620152016","Alexander.Edler","D","VAN",52,20152016,29,"6.000","5.000",6,14,20,0.28,0.66,0.94,-16,49.71,97.97,5.41,-7.61,24.62
"edmunjo9320152016","Joel.Edmundson","D","STL",78,20152016,22,"0.868","0.743",2,8,10,0.11,0.42,0.53,-13,50.72,99.44,2.08,1.1,14.59
"ehlerni9620152016","Nikolaj.Ehlers","L","WPG",72,20152016,19,"0.925","0.894",15,23,38,0.77,1.18,1.95,17,58.07,100.31,8.98,16.35,16.21
"ehrhoch8220152016","Christian.Ehrhoff","D","L.A/CHI",48,20152016,33,"1.500","1.500",2,10,12,0.16,0.82,0.98,-6,57.41,97.5,2.5,12.02,15.32
"eicheja9620152016","Jack.Eichel","C","BUF",81,20152016,18,"0.925","0.925",24,32,56,0.93,1.24,2.17,17,53.93,100.39,10.08,20.04,19.14
"ekblaaa9620152016","Aaron.Ekblad","D","FLA",84,20152016,19,"0.925","0.925",15,22,37,0.5,0.73,1.22,-9,55.45,101.78,7.65,19.22,21.6
"ekholma9020152016","Mattias.Ekholm","D","NSH",96,20152016,25,"1.038","1.038",12,30,42,0.37,0.92,1.28,-13,52.31,100.52,8.57,-3.89,20.49
"ekmanol9120152016","Oliver.Ekman-Larsson","D","ARI",75,20152016,24,"6.000","5.500",21,34,55,0.68,1.09,1.77,12,57.94,99.81,9.21,22.57,24.85
"eliaspa7620152016","Patrik.Elias","CL","N.J",16,20152016,39,"5.500","5.500",2,6,8,0.48,1.45,1.93,-1,54.07,106.64,9.52,13.14,15.55
"ellerla8920152016","Lars.Eller","CL","MTL",79,20152016,26,"2.500","3.500",13,13,26,0.65,0.65,1.31,5,51.88,96.55,8.72,-1.51,15.11
"elliost9120152016","Stefan.Elliott","D","ARI/NSH",21,20152016,24,"0.650","0.650",2,4,6,0.41,0.81,1.22,0,50.27,99.13,5.41,13.78,14.06
"ellismo9220152016","Morgan.Ellis","D","MTL",3,20152016,23,"0.632","0.632",0,0,0,0,0,0,-1,50,102.86,0,15.17,9.2
"ellisry9120152016","Ryan.Ellis","D","NSH",93,20152016,24,"2.000","2.500",10,28,38,0.31,0.86,1.16,9,54.67,99.64,5.75,2.93,21.12
"elsontu9220152016","Turner.Elson","L","CGY",1,20152016,23,"0.605","0.605",0,1,1,0,3.87,3.87,0,15.79,133.33,NA,17.05,15.51
"emelial8620152016","Alexei.Emelin","D","MTL",72,20152016,29,"3.900","4.100",0,12,12,0,0.48,0.48,-15,47.23,97.22,0,-15.56,20.73
"engelde8220152016","Deryk.Engelland","DR","CGY",69,20152016,33,"3.000","2.917",3,9,12,0.17,0.51,0.67,-6,42.78,100.57,4.23,-10.27,15.49
"ennisty8920152016","Tyler.Ennis","C","BUF",23,20152016,25,"4.750","4.600",3,8,11,0.43,1.15,1.58,1,52.8,98.19,5.26,17.98,18.22
"enstrto8420152016","Tobias.Enstrom","D","WPG",72,20152016,30,"5.750","5.750",2,14,16,0.08,0.57,0.65,-11,50.41,99.51,4,-2.23,20.36
"ericsjo8420152016","Jonathan.Ericsson","D","DET",76,20152016,31,"4.250","4.250",3,13,16,0.13,0.55,0.68,-6,42.7,99.91,4.23,-19.9,18.65
"erikslo8520152016","Loui.Eriksson","RL","BOS",82,20152016,30,"4.500","4.250",30,33,63,1.12,1.24,2.36,5,55.85,101.88,16.3,12.43,19.52
"etemxem9220152016","Emerson.Etem","LR","VAN/NYR",58,20152016,23,"0.850","0.850",7,8,15,0.55,0.63,1.18,6,45.46,97.87,7,-8.52,13.15
"everbde9120152016","Dennis.Everberg","C","COL",15,20152016,23,"0.625","0.613",0,0,0,0,0,0,2,32.53,94.13,0,-27.01,8.99
"fabbrro9620152016","Robby.Fabbri","C","STL",86,20152016,19,"0.925","0.894",21,29,50,1.09,1.5,2.59,6,54.43,101.08,15.33,9.8,13.45
"faksara9420152016","Radek.Faksa","C","DAL",58,20152016,21,"0.925","0.894",8,9,17,0.63,0.71,1.34,8,50.66,101.42,9.41,-15.47,13.08
"falkxju8820152016","Justin.Falk","D","CBJ",24,20152016,26,"0.600","0.600",0,4,4,0,0.69,0.69,3,43.68,102.17,0,-7.4,14.46
"farnhbo8920152016","Bobby.Farnham","L","N.J/PIT",53,20152016,26,"0.575","0.575",8,2,10,0.96,0.24,1.2,4,43.6,100.08,16,-2.83,9.41
"faschhu9520152016","Hudson.Fasching","R","BUF",7,20152016,20,"NA","NA",1,1,2,0.81,0.81,1.62,-1,52.42,105.23,11.11,9.28,10.56
"fastxje9120152016","Jesper.Fast","RL","NYR",84,20152016,23,"0.900","0.950",10,21,31,0.48,1.01,1.49,8,42.65,99.11,12.5,-19.91,14.86
"faulkju9220152016","Justin.Faulk","D","CAR",64,20152016,23,"3.500","4.833",16,21,37,0.62,0.81,1.43,-4,54.61,97.4,8.7,1.56,24.26
"faynema8720152016","Mark.Fayne","D","EDM",69,20152016,28,"3.500","3.625",2,5,7,0.1,0.26,0.36,-8,45.28,97.19,3.28,-12.87,16.87
"fedunta8820152016","Taylor.Fedun","D","VAN",1,20152016,27,"0.600","0.600",0,1,1,0,3.22,3.22,0,32,116.67,NA,-0.88,18.65
"fehrxer8520152016","Eric.Fehr","C","PIT",65,20152016,30,"2.000","2.000",10,6,16,0.72,0.43,1.15,5,40.41,98.98,11.24,-34.63,12.79
"ferenan7920152016","Andrew.Ference","D","EDM",6,20152016,36,"3.750","3.250",0,0,0,0,0,0,-3,43.8,90.84,0,1.99,13.32
"ferlami9220152016","Micheal.Ferland","L","CGY",71,20152016,23,"0.750","0.825",4,14,18,0.26,0.92,1.18,-5,52.21,96.83,3.28,-1.97,12.89
"ferrala9120152016","Landon.Ferraro","RC","BOS/DET",68,20152016,24,"0.600","0.600",5,5,10,0.41,0.41,0.83,2,37.97,95.94,6.49,-5.22,10.64
"fialake9620152016","Kevin.Fiala","LR","NSH",5,20152016,19,"0.925","0.894",1,0,1,0.92,0,0.92,1,59.54,99.37,9.09,27.45,13.04
"fiddlve8020152016","Vernon.Fiddler","C","DAL",95,20152016,35,"1.500","1.250",13,12,25,0.73,0.68,1.41,3,42.79,98.44,12.26,-24.39,11.17
"filppva8420152016","Valtteri.Filppula","CL","T.B",86,20152016,31,"6.000","5.000",9,26,35,0.34,0.98,1.32,-9,51.53,100.32,7.63,-2.03,18.48
"fishemi8020152016","Mike.Fisher","C","NSH",84,20152016,35,"4.800","4.400",17,12,29,0.69,0.49,1.18,-3,52.25,96.22,12.88,-0.88,17.51
"fleisto8420152016","Tomas.Fleischmann","LR","MTL/CHI",80,20152016,31,"0.750","0.750",14,11,25,0.71,0.55,1.26,-3,47.5,97.55,11.11,-12.48,14.89
"flynnbr8820152016","Brian.Flynn","C","MTL",56,20152016,27,"0.950","0.950",4,6,10,0.37,0.56,0.93,2,42.52,97.63,5.48,-28.55,11.5
"foligma9120152016","Marcus.Foligno","LC","BUF",75,20152016,24,"2.250","1.875",10,13,23,0.6,0.78,1.38,6,46.42,101.67,12.35,-9.83,13.34
"foligni8720152016","Nick.Foligno","RL","CBJ",72,20152016,27,"5.500","5.500",12,25,37,0.6,1.24,1.84,9,55.47,98.58,8.05,13.12,16.76
"folinch9120152016","Christian.Folin","D","MIN",26,20152016,24,"0.600","0.725",0,4,4,0,0.63,0.63,-1,39.7,100.68,0,-13.11,14.64
"fontaju8720152016","Justin.Fontaine","R","MIN",64,20152016,27,"1.050","1.000",5,11,16,0.4,0.88,1.28,1,40.53,100.04,8.62,-8.22,11.74
"forbode9220152016","Derek.Forbort","D","L.A",14,20152016,23,"0.900","0.863",1,1,2,0.38,0.38,0.77,-6,58.44,92.32,7.14,-2.13,11.14
"forsbfi9420152016","Filip.Forsberg","LR","NSH",96,20152016,21,"0.833","0.894",35,34,69,1.14,1.1,2.24,23,56.65,98.73,12.28,28.1,19.25
"fowleca9120152016","Cam.Fowler","D","ANA",76,20152016,23,"4.000","4.000",6,25,31,0.2,0.85,1.06,-7,51.6,100.88,4.84,6.29,23.14
"fransco8720152016","Cody.Franson","D","BUF",59,20152016,28,"4.000","3.325",4,13,17,0.24,0.79,1.04,-11,54,98.81,4.35,12.29,16.68
"franzjo7920152016","Johan.Franzen","RL","DET",2,20152016,35,"5.000","3.955",0,1,1,0,2.33,2.33,0,46.67,112.5,0,3.06,12.86
"fribema9220152016","Max.Friberg","L","ANA",5,20152016,22,"0.575","0.632",0,0,0,0,0,0,-1,37.7,93.33,0,-0.56,8.43
"friesal9120152016","Alex.Friesen","C","VAN",1,20152016,24,"0.575","0.575",0,0,0,0,0,0,0,55,60,0,-19.17,11.72
"froesby9120152016","Byron.Froese","C","TOR",56,20152016,24,"NA","NA",2,3,5,0.17,0.26,0.44,-2,43.47,94.12,3.12,-29.91,12.26
"frolimi8820152016","Michael.Frolik","R","CGY",64,20152016,27,"5.500","4.300",15,17,32,0.89,1.01,1.9,0,47.77,97.53,9.68,-10.09,15.83
"gaborma8220152016","Marian.Gaborik","LR","L.A",58,20152016,33,"6.075","4.875",12,11,23,0.85,0.78,1.63,1,61.31,97.52,8.05,11.85,14.63
"gabriku9320152016","Kurtis.Gabriel","R","MIN",7,20152016,22,"0.650","0.667",0,0,0,0,0,0,0,26.19,114.29,0,-8.96,4.86
"gagnesa8920152016","Sam.Gagner","C","PHI",59,20152016,26,"5.000","4.800",8,10,18,0.6,0.74,1.34,-1,55.01,102.11,7.92,2.03,13.66
"galchal9420152016","Alex.Galchenyuk","LC","MTL",82,20152016,21,"2.500","2.800",30,26,56,1.35,1.17,2.51,10,58.2,98.87,14.93,30.81,16.3
"galiest9220152016","Stanislav.Galiev","R","WSH",24,20152016,23,"0.575","0.575",0,3,3,0,0.81,0.81,-1,54.57,102.84,0,5.79,9.2
"gallabr9220152016","Brendan.Gallagher","R","MTL",53,20152016,23,"5.500","3.750",19,21,40,1.28,1.42,2.7,14,61.12,103.37,11.05,23.1,16.75
"garbury8520152016","Ryan.Garbutt","RL","ANA/CHI",87,20152016,30,"1.800","1.800",8,7,15,0.51,0.44,0.95,2,51.38,97.12,5.63,0.7,10.86
"gardija9020152016","Jake.Gardiner","D","TOR",79,20152016,25,"4.050","4.050",7,24,31,0.26,0.89,1.14,-11,57.9,98.2,5.74,9.19,20.58
"garrija8420152016","Jason.Garrison","D","T.B",82,20152016,30,"4.500","4.600",6,10,16,0.24,0.4,0.63,-12,47.09,98.55,4.88,-10.5,18.51
"gaudety9320152016","Tyler.Gaudet","C","ARI",14,20152016,22,"0.925","0.925",1,2,3,0.42,0.84,1.25,1,45.68,95.43,16.67,-16.65,10.25
"gaudrjo9320152016","Johnny.Gaudreau","L","CGY",79,20152016,22,"0.925","0.925",30,48,78,1.16,1.86,3.03,21,57.73,100.73,13.82,26.5,19.58
"gauncbr9420152016","Brendan.Gaunce","C","VAN",20,20152016,21,"0.833","0.863",1,0,1,0.24,0,0.24,-1,46.67,91.9,2.94,-14.59,12.54
"gaustpa8220152016","Paul.Gaustad","C","NSH",77,20152016,33,"3.000","3.250",3,4,7,0.2,0.27,0.48,-1,34.51,97.48,5,-53.58,11.48
"gauthfr9520152016","Frederik.Gauthier","C","TOR",7,20152016,20,"0.925","0.894",0,1,1,0,0.62,0.62,2,33.33,97.44,0,-20.51,13.73
"gazdilu8920152016","Luke.Gazdic","L","EDM",29,20152016,26,"0.850","0.800",1,0,1,0.32,0,0.32,1,47.25,94.56,5.56,-3.67,6.43
"geliner9120152016","Eric.Gelinas","D","N.J/COL",40,20152016,24,"1.500","1.575",1,5,6,0.11,0.54,0.65,-6,55.13,98.63,1.82,28.93,13.82
"gerbena8720152016","Nathan.Gerbe","LR","CAR",47,20152016,28,"2.000","1.750",3,4,7,0.29,0.39,0.67,3,49.28,95.47,4.11,-2.34,13.25
"getzlry8520152016","Ryan.Getzlaf","C","ANA",84,20152016,30,"9.250","8.250",15,53,68,0.54,1.9,2.44,-4,58.87,102.15,7.5,11.89,19.9
"gilbeto8320152016","Tom.Gilbert","D","MTL",45,20152016,32,"2.800","2.800",1,1,2,0.08,0.08,0.15,-4,45.32,97.99,2.78,-6.34,17.23
"giontbr7920152016","Brian.Gionta","R","BUF",79,20152016,36,"4.250","4.250",12,21,33,0.51,0.9,1.41,1,47.79,100.25,7.1,-1.97,17.71
"giontst8320152016","Stephen.Gionta","CR","N.J",82,20152016,31,"0.850","0.850",1,10,11,0.06,0.61,0.68,-3,38.1,96.31,1.61,-9.99,11.91
"giordma8320152016","Mark.Giordano","D","CGY",82,20152016,31,"4.000","4.020",21,35,56,0.62,1.03,1.65,-6,51.91,98.28,9.91,-1.83,24.89
"girarda8420152016","Daniel.Girardi","D","NYR",76,20152016,31,"7.000","5.500",2,16,18,0.08,0.63,0.7,-2,37.44,102.01,2.53,-23.63,20.17
"girgeze9420152016","Zemgus.Girgensons","CL","BUF",71,20152016,21,"0.833","0.894",7,11,18,0.4,0.62,1.02,18,47.84,98.97,6.36,0.72,14.92
"giroucl8820152016","Claude.Giroux","C","PHI",84,20152016,27,"9.000","8.275",22,46,68,0.76,1.59,2.36,15,57.73,98.56,8.76,11.29,20.6
"glassta8320152016","Tanner.Glass","L","NYR",61,20152016,31,"1.450","1.450",4,3,7,0.38,0.28,0.66,-1,40.83,100.26,7.84,-20.29,10.37
"glendlu8920152016","Luke.Glendening","C","DET",86,20152016,26,"0.600","0.628",8,14,22,0.37,0.65,1.02,1,35.26,100.61,8.6,-43.45,14.99
"goldoni9520152016","Nikolay.Goldobin","R","S.J",9,20152016,19,"0.925","0.894",1,1,2,0.6,0.6,1.2,3,41.95,104.63,14.29,-0.32,11.08
"goligal8520152016","Alex.Goligoski","D","DAL",95,20152016,30,"4.800","4.600",9,35,44,0.24,0.94,1.18,-8,52.56,99.61,6.04,-7.06,23.6
"golouco8920152016","Cody.Goloubef","D","CBJ",43,20152016,25,"0.700","0.750",1,7,8,0.09,0.64,0.73,-11,45.51,99.06,2.5,-5.44,15.34
"gomezsc7920152016","Scott.Gomez","C","OTT/STL",34,20152016,35,"NA","NA",1,8,9,0.16,1.24,1.4,0,48.7,99.59,5,21.45,11.38
"goodrba9320152016","Barclay.Goodrow","LR","S.J",14,20152016,22,"0.635","0.627",0,3,3,0,1.2,1.2,1,42,100.88,0,-11.88,10.67
"gordobo8320152016","Boyd.Gordon","C","ARI",65,20152016,31,"3.000","3.000",2,2,4,0.15,0.15,0.3,1,34.08,94.92,3.77,-43.3,12.44
"gorgejo8420152016","Josh.Gorges","D","BUF",77,20152016,31,"3.900","3.900",2,10,12,0.08,0.38,0.46,-18,40.8,98.88,3.51,-23.1,20.51
"gormlbr9220152016","Brandon.Gormley","D","COL",26,20152016,23,"NA","NA",0,1,1,0,0.19,0.19,-3,46.42,98.68,0,6.02,12.1
"gostish9320152016","Shayne.Gostisbehere","D","PHI",70,20152016,22,"0.925","0.925",18,30,48,0.77,1.28,2.05,2,59.27,102.79,10.98,33.73,20.07
"gourdya9120152016","Yanni.Gourde","L","T.B",2,20152016,23,"0.600","0.588",0,1,1,0,4.21,4.21,-1,27.78,200,NA,-27.24,7.13
"grabnmi8720152016","Michael.Grabner","L","TOR",80,20152016,27,"5.000","3.000",9,9,18,0.47,0.47,0.93,-2,42.27,98.1,7.89,-29.17,14.52
"grabomi8420152016","Mikhail.Grabovski","C","NYI",58,20152016,31,"5.000","5.000",9,16,25,0.67,1.19,1.86,3,51.43,100.9,10.98,1.35,13.92
"gragnma8720152016","Marc-Andre.Gragnani","D","N.J",4,20152016,28,"0.575","0.575",0,0,0,0,0,0,-1,60.23,90.48,NA,53.28,13.78
"granbpe9220152016","Petter.Granberg","D","NSH",27,20152016,23,"0.600","0.600",0,2,2,0,0.33,0.33,-2,43.91,102.09,0,-4.49,13.63
"granlma9320152016","Markus.Granlund","C","VAN/CGY",47,20152016,22,"0.792","0.767",6,4,10,0.55,0.37,0.92,1,44.74,100.95,10.71,1.37,13.89
"granlmi9220152016","Mikael.Granlund","C","MIN",88,20152016,23,"2.800","3.000",14,33,47,0.51,1.21,1.73,11,54.6,98.78,7.69,18.98,18.54
"grantal8920152016","Alex.Grant","D","ARI",5,20152016,26,"0.600","0.600",0,0,0,0,0,0,0,43.9,87.71,0,12.55,13.28
"grantde9020152016","Derek.Grant","CL","CGY",15,20152016,25,"0.700","0.700",0,1,1,0,0.37,0.37,-1,44.16,89.61,0,-13.99,10.88
"graovty9320152016","Tyler.Graovac","C","MIN",2,20152016,22,"0.782","0.748",0,0,0,0,0,0,0,57.5,87.5,0,-10.71,12.16
"graveke9220152016","Kevin.Gravel","D","L.A",5,20152016,23,"0.667","0.667",0,0,0,0,0,0,0,53.92,102.33,0,13.04,11.59
"greenan8220152016","Andrew.Greene","D","N.J",82,20152016,32,"5.000","5.000",4,9,13,0.13,0.29,0.42,-7,37.06,101.89,6.35,-36.58,22.84
"greenco8620152016","Colin.Greening","L","OTT/TOR",31,20152016,29,"2.750","2.650",7,8,15,0.94,1.07,2.01,0,60.35,98.52,12.07,10.3,14.43
"greenma8320152016","Matt.Greene","D","L.A",3,20152016,32,"2.500","2.500",0,0,0,0,0,0,-3,39.68,102.98,0,-12.17,12.52
"greenmi8520152016","Mike.Green","D","DET",79,20152016,29,"6.000","6.000",8,29,37,0.31,1.12,1.43,-10,61.12,99.73,6.06,30.33,19.6
"grenial9120152016","Alexandre.Grenier","R","VAN",6,20152016,24,"0.585","0.585",0,0,0,0,0,0,-1,47.55,93.79,0,5.86,11.85
"griffse9320152016","Seth.Griffith","R","BOS",4,20152016,22,"0.792","0.759",0,1,1,0,1.48,1.48,-2,47.13,85.56,0,6.83,10.16
"grigomi9420152016","Mikhail.Grigorenko","CL","COL",74,20152016,21,"0.675","0.675",6,21,27,0.37,1.3,1.68,-1,47.09,102.34,7.14,11.53,13.05
"grimaro9320152016","Rocco.Grimaldi","RC","FLA",22,20152016,22,"0.925","0.925",3,2,5,0.71,0.47,1.18,2,53.35,98.23,9.68,6.94,11.52
"grossni8520152016","Nicklas.Grossmann","D","ARI",58,20152016,30,"3.500","3.500",3,4,7,0.18,0.24,0.41,-8,38.1,97.34,7.14,-25.58,17.47
"grybaer8820152016","Eric.Gryba","D","EDM",53,20152016,27,"1.300","1.250",1,5,6,0.06,0.31,0.38,-16,43.62,100.52,1.72,-8.74,18.02
"gudasra9020152016","Radko.Gudas","D","PHI",82,20152016,25,"1.400","0.992",5,9,14,0.18,0.33,0.51,-16,47.44,97.47,3.14,-17.22,20
"gudbrer9220152016","Erik.Gudbranson","D","FLA",70,20152016,23,"2.750","2.500",2,7,9,0.08,0.29,0.37,-3,40.55,99.35,2.5,-26.02,20.68
"guenina8220152016","Nathan.Guenin","D","COL",29,20152016,32,"0.850","0.800",0,0,0,0,0,0,0,36,101.89,0,5.18,13.02
"gunnaca8620152016","Carl.Gunnarsson","D","STL",85,20152016,28,"3.450","3.150",3,8,11,0.12,0.33,0.45,-4,44.18,101.31,5.26,-5.7,17.36
"gustaer9220152016","Erik.Gustafsson","D","CHI",46,20152016,23,"0.667","0.667",0,15,15,0,1.29,1.29,1,57,102.25,0,14.45,15.12
"hagelca8820152016","Carl.Hagelin","L","PIT/ANA",91,20152016,27,"5.000","4.000",18,29,47,0.76,1.22,1.98,-4,51.96,98.6,8.7,-3.08,15.65
"hainsro8120152016","Ron.Hainsey","D","CAR",81,20152016,34,"3.000","2.833",5,13,18,0.16,0.43,0.59,-6,47.15,96.65,3.82,-17.69,22.48
"haleymi8620152016","Micheal.Haley","LR","S.J",16,20152016,29,"0.600","0.600",1,0,1,0.51,0,0.51,0,43.01,96.82,10,-0.17,7.29
"halisma8820152016","Matt.Halischuk","RL","WPG",30,20152016,27,"0.750","0.750",0,3,3,0,0.65,0.65,0,45.39,100.77,0,-4.86,9.29
"hallxta9120152016","Taylor.Hall","L","EDM",82,20152016,23,"6.000","6.000",26,39,65,0.99,1.49,2.48,-3,57.15,98.95,9.09,21.99,19.16
"hamhuda8220152016","Dan.Hamhuis","D","VAN",58,20152016,32,"4.250","4.500",3,10,13,0.15,0.49,0.63,-3,46.96,99.16,4.17,-10.49,21.3
"hamildo9320152016","Dougie.Hamilton","D","CGY",82,20152016,22,"5.500","5.750",12,31,43,0.45,1.15,1.6,-7,54.04,98.28,6.32,11.4,19.72
"hamilfr9220152016","Freddie.Hamilton","CR","CGY",4,20152016,23,"NA","NA",1,1,2,1.11,1.11,2.23,0,52.63,100.23,14.29,-7.8,13.47
"hamontr9020152016","Travis.Hamonic","D","NYI",83,20152016,25,"3.750","3.857",6,18,24,0.18,0.54,0.72,2,45.77,98.53,3.77,-11.65,24.03
"hanifno9720152016","Noah.Hanifin","D","CAR",79,20152016,18,"0.925","0.925",4,18,22,0.17,0.77,0.94,-8,55.5,98.38,3.28,16.7,17.86
"hanlejo9120152016","Joel.Hanley","D","MTL",10,20152016,24,"0.667","0.667",0,6,6,0,2.36,2.36,1,46.56,97.3,0,2.48,15.23
"hannima9320152016","Markus.Hannikainen","L","CBJ",4,20152016,22,"0.693","0.718",0,0,0,0,0,0,0,30.77,90,0,-9.28,8.04
"hanseja8620152016","Jannik.Hansen","RL","VAN",67,20152016,29,"2.500","2.500",22,16,38,1.22,0.89,2.11,0,45.34,103.14,18.8,2.38,16.11
"hanzama8720152016","Martin.Hanzal","C","ARI",64,20152016,28,"3.500","3.100",13,28,41,0.69,1.48,2.17,-5,54.92,100.08,9.22,15.3,17.69
"harpube9520152016","Ben.Harpur","D","OTT",5,20152016,20,"0.655","0.653",0,1,1,0,0.89,0.89,-1,43.41,104.25,0,2.85,13.51
"harrisc9320152016","Scott.Harrington","D","TOR",15,20152016,22,"0.575","0.589",0,1,1,0,0.3,0.3,-2,51.27,100.62,0,5.68,13.2
"hartmry9420152016","Ryan.Hartman","R","CHI",3,20152016,20,"0.925","0.894",0,1,1,0,2.1,2.1,0,45.59,96.46,0,26.36,9.53
"hartnsc8220152016","Scott.Hartnell","L","CBJ",79,20152016,33,"5.000","4.750",23,26,49,1.12,1.26,2.38,-16,55.82,98.87,15.33,20.98,15.63
"hathaga9120152016","Garnet.Hathaway","F","CGY",14,20152016,23,"0.657","0.690",0,3,3,0,1.07,1.07,2,46.85,98.23,0,7.54,12.01
"haulaer9120152016","Erik.Haula","CL","MIN",81,20152016,24,"0.950","1.000",15,23,38,0.84,1.29,2.13,-2,39.79,103.69,13.51,-27.11,13.22
"havlama8120152016","Martin.Havlat","RL","STL",2,20152016,34,"NA","NA",1,0,1,2.73,0,2.73,1,52.94,98.89,33.33,-8.33,10.98
"hayesji8920152016","Jimmy.Hayes","R","BOS",75,20152016,25,"2.000","2.300",13,15,28,0.75,0.87,1.62,-7,50.67,99.26,10.24,8.81,13.79
"hayeske9220152016","Kevin.Hayes","C","NYR",82,20152016,23,"0.900","0.900",14,22,36,0.77,1.2,1.97,-2,52.62,100.91,10.29,19.37,13.37
"hedmavi9020152016","Victor.Hedman","D","T.B",88,20152016,24,"5.750","4.000",14,42,56,0.4,1.21,1.62,-9,55.18,101.27,6.54,5.62,23.63
"helgese9020152016","Seth.Helgeson","D","N.J",19,20152016,24,"0.575","0.588",0,1,1,0,0.22,0.22,-4,41.3,96.02,0,12.95,14.3
